site_id,sensor,period,valid_frac,B2,B3,B4,B8,B11,B12,NDVI,NDWI,VV,VH,VV_minus_VH
treatment_0027,sentinel1,after,0.9948044309381433,,,,,,,,,-9.632524490356445,-15.23779010772705,5.605265140533447
treatment_0027,sentinel1,change,0.9947064013332026,,,,,,,,,0.18240132927894592,0.870250403881073,-0.6878490447998047
counterfactual_0001_01,sentinel2,before,1.0,0.04375018924474716,0.06486424803733826,0.04869379848241806,0.34248772263526917,0.21521557867527008,0.11206891387701035,0.750663161277771,-0.6794545650482178,,,
counterfactual_0001_01,sentinel2,after,1.0,0.028092237189412117,0.05087179318070412,0.04621555283665657,0.25722581148147583,0.2086973637342453,0.1186239942908287,0.6952690482139587,-0.6704038977622986,,,
counterfactual_0001_01,sentinel2,change,1.0,-0.015657953917980194,-0.013992445543408394,-0.002478242153301835,-0.08526189625263214,-0.006518189329653978,0.006555082742124796,-0.05539413541555405,0.009050751104950905,,,
counterfactual_0001_01,sentinel1,before,1.0,,,,,,,,,-9.9251708984375,-16.393869400024414,6.468698024749756
counterfactual_0001_01,sentinel1,after,0.9996078815802373,,,,,,,,,-9.801695823669434,-15.989239692687988,6.187544345855713
counterfactual_0001_01,sentinel1,change,0.9996078815802373,,,,,,,,,0.12169088423252106,0.4018702507019043,-0.28017938137054443
counterfactual_0001_02,sentinel2,before,1.0,0.05200045555830002,0.07636113464832306,0.06991615146398544,0.3217602074146271,0.2893730401992798,0.16844090819358826,0.642221987247467,-0.6149216294288635,,,
counterfactual_0001_02,sentinel2,after,1.0,0.030966663733124733,0.06179335340857506,0.04370926320552826,0.3815315067768097,0.23440860211849213,0.1255311220884323,0.7887858152389526,-0.71773761510849,,,
counterfactual_0001_02,sentinel2,change,1.0,-0.021033795550465584,-0.014567787759006023,-0.026206886395812035,0.05977131426334381,-0.05496445298194885,-0.04290980100631714,0.14656385779380798,-0.10281599313020706,,,
counterfactual_0001_02,sentinel1,before,1.0,,,,,,,,,-12.846820831298828,-19.167186737060547,6.3203654289245605
counterfactual_0001_02,sentinel1,after,0.9995098519752965,,,,,,,,,-12.178065299987793,-18.793188095092773,6.615122318267822
counterfactual_0001_02,sentinel1,change,0.9995098519752965,,,,,,,,,0.6685913801193237,0.3734225332736969,0.29516884684562683
counterfactual_0001_03,sentinel2,before,1.0,0.05815333500504494,0.08598547428846359,0.0741318091750145,0.3537016212940216,0.27888619899749756,0.1536131203174591,0.6584299802780151,-0.612813413143158,,,
counterfactual_0001_03,sentinel2,after,1.0,0.03455471992492676,0.06477931886911392,0.05042664706707001,0.3592810332775116,0.23961372673511505,0.12538276612758636,0.7480258941650391,-0.6920448541641235,,,
counterfactual_0001_03,sentinel2,change,1.0,-0.023598618805408478,-0.021206151694059372,-0.02370515652000904,0.005579414311796427,-0.039272475987672806,-0.02823035791516304,0.08959592878818512,-0.07923151552677155,,,
counterfactual_0001_03,sentinel1,before,1.0,,,,,,,,,-11.780352592468262,-17.821542739868164,6.041192054748535
counterfactual_0001_03,sentinel1,after,0.9991177335555338,,,,,,,,,-11.735814094543457,-17.943492889404297,6.20767879486084
counterfactual_0001_03,sentinel1,change,0.9991177335555338,,,,,,,,,0.04318362846970558,-0.12427039444446564,0.16745401918888092
counterfactual_0001_04,sentinel2,before,1.0,0.043896131217479706,0.06884542852640152,0.0536029115319252,0.35126620531082153,0.2370438426733017,0.1228484958410263,0.738671064376831,-0.6726108193397522,,,
counterfactual_0001_04,sentinel2,after,1.0,0.02496366575360298,0.05232996121048927,0.04365004971623421,0.30024945735931396,0.2142794132232666,0.1150800809264183,0.7425548434257507,-0.7061523199081421,,,
